customerID,SharedDriverContribution,PrimaryLever,SecondaryLever,PrimaryLeverContribution,SHAP_Service_quality,SHAP_Billing_and_payment,SHAP_Protection_and_support,SHAP_Engagement_and_bundling,SHAP_Price_and_plan_fit
8544-GOQSH,0.60676086,Service quality,Price and plan fit,0.3342825,0.3342825,-0.09059815,-0.10156813,-0.16466798,0.077427365
3363-DTIVD,-1.4411607,Price and plan fit,Engagement and bundling,0.31648305,0.1728273,0.157239,-0.14680357,0.17454906,0.31648305
7018-WBJNK,0.61790913,Service quality,Protection and support,0.35588238,0.35588238,-0.107541025,0.13262604,-0.08295942,0.004377689
9142-KZXOP,0.5508576,Service quality,Protection and support,0.29165718,0.29165718,-0.33891478,0.11889727,-0.18471056,-0.11993562
7674-YTAFD,-0.8589118,Service quality,Billing and payment,0.24532354,0.24532354,-0.0756783,-0.098586634,-0.32415223,-0.15092714
6348-SNFUS,-1.5258679,Engagement and bundling,Billing and payment,0.028094832,-0.14552014,-0.115654394,-0.50148594,0.028094832,-0.27393928
1285-OKIPP,0.60968375,Service quality,Price and plan fit,0.29057318,0.29057318,-0.03582976,0.13936055,-0.076137826,0.25749606
7825-ECJRF,0.4567317,Billing and payment,Service quality,0.37783283,0.29523045,0.37783283,-0.2749562,0.032771394,0.23385406
1347-KTTTA,-0.4834651,Price and plan fit,Service quality,0.25134027,0.21443145,-0.058619443,-0.1297892,0.1813938,0.25134027
7841-TZDMQ,0.5880658,Protection and support,Price and plan fit,0.1324104,-0.22206843,-0.07426541,0.1324104,-0.17116836,0.025618918
4195-NZGTA,0.6145576,Protection and support,Engagement and bundling,0.13609971,-0.230889,0.015394635,0.13609971,0.038286477,0.029307555
7157-SMCFK,-1.3459892,Protection and support,Engagement and bundling,0.07137579,-0.51774883,-0.35976556,0.07137579,-0.23383552,-0.52503675
4709-LKHYG,-0.67435545,Billing and payment,Protection and support,0.06881372,-0.6063301,0.06881372,0.06588891,-0.26288065,-0.5100801
2504-DSHIH,0.5252435,Service quality,Protection and support,0.31161857,0.31161857,0.000266782,0.13048293,0.030595712,-0.073875874
0699-NDKJM,0.43981192,Engagement and bundling,Billing and payment,0.27626783,-0.2725986,-0.14993261,-0.1886176,0.27626783,-0.26424143
9286-BHDQG,-1.4523246,No actionable lever,Service quality,-0.11276087,-0.13251193,-0.23424883,-0.42082587,-0.11276087,-0.20330054
0230-WEQUW,-1.4578584,No actionable lever,Billing and payment,-0.02893094,-0.1681683,-0.14548564,-0.42204788,-0.02893094,-0.37980512
2040-LDIWQ,-1.5292891,Engagement and bundling,Billing and payment,0.17181805,-0.18182328,-0.086910486,-0.119580224,0.17181805,-0.2548432
6496-JDSSB,0.6361244,Service quality,Protection and support,0.36079636,0.36079636,-0.10253178,0.12654945,-0.05671183,0.024562422
9408-SSNVZ,0.628945,Billing and payment,Service quality,0.35537934,0.30267572,0.35537934,0.13303003,-0.16638729,-0.0027116165
4443-EMBNA,-1.4579453,Protection and support,Engagement and bundling,0.10185724,-0.50948584,-0.24823576,0.10185724,-0.13448545,-0.5487472
6469-MRVET,-0.9794694,Billing and payment,Protection and support,0.325056,-0.55145425,0.325056,0.09201807,-0.25449073,-0.1687932
0742-MOABM,0.54538727,No actionable lever,Price and plan fit,-0.04989464,-0.24743691,-0.37556243,-0.04989464,-0.16318697,-0.05153128
5961-VUSRV,-0.73161674,Protection and support,Billing and payment,0.07409466,-0.62017465,-0.039272584,0.07409466,-0.31905383,-0.5355542
6778-JFCMK,-0.48148605,Engagement and bundling,Billing and payment,0.38692522,-0.28189832,-0.12633532,-0.16846254,0.38692522,-0.3584934
6341-JVQGF,-0.48058984,Engagement and bundling,Price and plan fit,0.17183436,-0.21670529,-0.121793926,-0.3027738,0.17183436,-0.09570235
2232-DMLXU,0.5951971,Price and plan fit,Protection and support,0.1327959,-0.23044367,-0.33778,0.1321343,-0.06313637,0.1327959
4811-JBUVU,0.52250874,Service quality,Engagement and bundling,0.32218114,0.32218114,-0.100434825,-0.10082295,0.077085435,-0.046833824
0945-TSONX,-1.5489578,Engagement and bundling,Billing and payment,0.16194111,-0.19490063,-0.086302556,-0.37654147,0.16194111,-0.21400163
2651-ZCBXV,-1.2218952,Price and plan fit,Service quality,0.7847378,0.19701669,-0.06783928,-0.34242645,0.19468543,0.7847378
3316-UWXUY,0.46596393,Service quality,Engagement and bundling,0.2817149,0.2817149,-0.10665211,-0.41201133,-0.057862088,-0.08624022
8937-RDTHP,0.6180146,Price and plan fit,Service quality,0.32553485,0.28351092,-0.11344941,-0.18054248,-0.04707406,0.32553485
7083-MIOPC,-1.4490328,Protection and support,Engagement and bundling,0.09827861,-0.4788206,-0.25472105,0.09827861,-0.24234141,-0.6175055
1984-GPTEH,0.4578031,Protection and support,Billing and payment,0.07754712,-0.82974446,-0.0070225676,0.07754712,-0.1012512,-0.23463343
1251-KRREG,0.59331495,Protection and support,Price and plan fit,0.13701187,-0.22873291,-0.11127555,0.13701187,-0.023899807,-0.015324824
0621-JFHOL,-1.646891,No actionable lever,Engagement and bundling,-0.09434278,-0.15600273,-0.16001786,-0.09434278,-0.12499653,-0.19486225
9903-LYSAB,0.5710841,Billing and payment,Service quality,0.3921604,0.31240144,0.3921604,0.12930526,-0.08415331,-0.113370955
0094-OIFMO,0.54994464,Service quality,Billing and payment,0.351644,0.351644,0.28521508,0.09855847,0.03769692,0.2622696
9227-UAQFT,-1.4014778,Protection and support,Engagement and bundling,0.06997073,-0.55044806,-0.3681369,0.06997073,-0.21430327,-0.51295906
7301-ABVAD,-1.5510492,Engagement and bundling,Protection and support,0.182262,-0.15732722,-0.272097,-0.09808495,0.182262,-0.23173006
6614-FHDBO,-1.4466826,Price and plan fit,Engagement and bundling,0.4448331,0.17344892,-0.25713846,-0.06457365,0.18459843,0.4448331
7576-ASEJU,-0.45881128,Engagement and bundling,Billing and payment,0.1914944,-0.21651235,-0.0796676,-0.30719292,0.1914944,-0.17270869
9058-HRZSV,0.4645329,Service quality,Billing and payment,0.24688445,0.24688445,0.032468446,-0.17290942,-0.10462127,-0.020218238
4522-AKYLR,0.51223683,Billing and payment,Protection and support,0.33414826,-0.37450367,0.33414826,0.09043134,-0.2259637,-0.15982616
0221-WMXNQ,0.5898224,Service quality,Billing and payment,0.2856648,0.2856648,-0.0168382,-0.16418134,-0.15615374,-0.0388237
0303-UNCIP,-0.48181167,Engagement and bundling,Protection and support,0.13864313,-0.26035598,-0.362991,0.12786934,0.13864313,-0.22202809
9947-OTFQU,0.58679366,Billing and payment,Service quality,0.32953882,0.31457973,0.32953882,0.09339105,-0.17181635,0.032008447
0322-YINQP,0.594048,Price and plan fit,Billing and payment,0.106055826,-0.24477741,-0.13611543,-0.18421872,-0.16375098,0.106055826
0959-WHOKV,-0.6118273,Billing and payment,Price and plan fit,0.3232665,0.22002383,0.3232665,-0.20719188,0.13120332,0.22037448
4075-JFPGR,-0.79933614,Billing and payment,Service quality,0.39830682,0.21694241,0.39830682,-0.18528992,-0.11631736,-0.0019074604
4629-NRXKX,0.61811084,Service quality,Protection and support,0.2875126,0.2875126,-0.05668838,0.1347284,-0.20342442,-0.08049963
9514-JDSKI,0.5795559,Engagement and bundling,Price and plan fit,0.17118719,-0.21872693,0.019569911,0.10463198,0.17118719,0.12104905
3282-ZISZV,-0.47459567,Engagement and bundling,Price and plan fit,0.26074627,-0.20737037,-0.23397247,-0.10585629,0.26074627,-0.018352885
3675-YDUPJ,0.52207243,Protection and support,Billing and payment,0.08303187,-0.8734815,-0.15721934,0.08303187,-0.18434441,-0.24881521
4111-BNXIF,-1.5228136,Billing and payment,Engagement and bundling,0.33575326,-0.17501217,0.33575326,-0.2493774,0.07173723,-0.3276152
7017-VFHAY,-1.3145679,Price and plan fit,Service quality,0.52675676,0.18093398,-0.19502126,-0.29741073,0.07901287,0.52675676
6655-LHBYW,-0.48750985,Price and plan fit,Engagement and bundling,0.37825412,0.2107912,-0.21396607,-0.2975764,0.2768582,0.37825412
4959-JOSRX,0.5897056,Protection and support,Price and plan fit,0.12897952,-0.2214438,-0.07562179,0.12897952,-0.17024735,0.032908052
5046-NUHWD,0.45072654,Billing and payment,Engagement and bundling,0.33190235,-0.3737736,0.33190235,-0.16433446,0.16596591,-0.15879892
7273-TEFQD,0.5543496,Billing and payment,Protection and support,0.310853,-0.22571173,0.310853,0.16536084,0.08698234,-0.18668272
3606-TWKGI,0.50331926,Service quality,Billing and payment,0.33813992,0.33813992,0.31213042,0.0671369,0.17718072,0.25550807
7529-ZDFXI,0.5109231,Billing and payment,Service quality,0.33744287,0.26882046,0.33744287,0.118189394,0.03534051,-0.17424223
7605-BDWDC,-1.5331678,Engagement and bundling,Billing and payment,0.08462488,-0.24859391,-0.07598851,-0.38370883,0.08462488,-0.20682614
1950-KSVVJ,-0.50618255,Price and plan fit,Engagement and bundling,0.38947058,0.20730983,-0.2589289,-0.28013384,0.26437643,0.38947058
0123-CRBRT,-1.5346179,Engagement and bundling,Service quality,0.14265913,-0.1711611,-0.28622633,-0.3505824,0.14265913,-0.26152918
6292-TOSSS,-1.4153583,Protection and support,Engagement and bundling,0.077280276,-0.4948654,-0.27654332,0.077280276,-0.13588491,-0.37546602
3197-ARFOY,0.41699058,Price and plan fit,Service quality,0.34424645,0.29948896,-0.1434149,-0.3424885,0.055179,0.34424645
6323-AYBRX,-1.3633393,Protection and support,Engagement and bundling,0.07456232,-0.5069282,-0.29766893,0.07456232,-0.22525264,-0.35335073
7014-ZZXAW,-1.4890738,Protection and support,Billing and payment,0.11846956,-0.5032588,-0.11445683,0.11846956,-0.16012126,-0.63841647
4385-GZQXV,0.519143,Billing and payment,Service quality,0.317753,0.30355003,0.317753,-0.09226867,0.06403184,0.19918783
7633-MVPUY,-1.3833413,Billing and payment,Service quality,0.39465317,-0.18780597,0.39465317,-0.3698766,-0.19019455,-0.3326976
6366-ZGQGL,0.63493425,Protection and support,Engagement and bundling,0.13548261,-0.22830144,-0.32711056,0.13548261,0.022696376,0.017997473
4716-HHKQH,0.4237852,Service quality,Price and plan fit,0.30536157,0.30536157,-0.023348805,-0.15576033,0.21300465,0.27952847
5940-AHUHD,0.6547352,Service quality,Price and plan fit,0.29339653,0.29339653,-0.33869243,0.1305107,-0.16069725,0.23177305
6432-TWQLB,0.6213535,Billing and payment,Service quality,0.3447394,0.30734187,0.3447394,-0.12133845,-0.033970334,0.016007096
4484-GLZOU,0.42096567,Billing and payment,Service quality,0.3221403,0.30174482,0.3221403,0.10307815,0.240322,0.21751022
3179-GBRWV,0.44388044,No actionable lever,Price and plan fit,-0.053810365,-0.33971804,-0.1311366,-0.1915874,-0.053810365,-0.09249224
8645-KWHJO,0.4840234,Billing and payment,Engagement and bundling,0.3493873,-0.35676125,0.3493873,-0.16709766,0.18719743,0.06826955
4130-MZLCC,0.54841214,Protection and support,Price and plan fit,0.097311445,-0.25451928,-0.34079933,0.097311445,-0.16358012,-0.009871863
0314-TKOSI,0.52452123,No actionable lever,Engagement and bundling,-0.03553023,-0.381562,-0.3545915,-0.20566499,-0.16868323,-0.03553023
8229-MYEJZ,0.49936032,Protection and support,Billing and payment,0.07615764,-0.3295928,0.020214431,0.07615764,-0.173823,-0.04086735
2080-SRCDE,0.599292,Protection and support,Price and plan fit,0.093810916,-0.74149024,-0.31555632,0.093810916,-0.053582862,-0.0067060366
9577-WJVCQ,0.4757462,No actionable lever,Protection and support,-0.13592213,-0.27288878,-0.37054884,-0.15553042,-0.13592213,-0.19698994
9512-UIBFX,0.48899978,Service quality,Protection and support,0.32544717,0.32544717,-0.38553995,0.13979352,0.08670783,0.025015123
6202-DYYFX,-0.8650754,Service quality,Protection and support,0.24397635,0.24397635,-0.08783054,0.13887635,-0.18041664,-0.250153
3808-HFKDE,0.5023871,Billing and payment,Protection and support,0.39481348,-0.30786967,0.39481348,0.13850008,-0.24538836,-0.19768275
5583-SXDAG,0.6299271,Service quality,Price and plan fit,0.28970116,0.28970116,-0.014098295,0.13109535,-0.16280037,0.22835162
3488-PGMQJ,0.62074745,Service quality,Billing and payment,0.35870832,0.35870832,0.3071592,0.09506372,-0.20433721,-0.06610434
3580-REOAC,0.5288508,Protection and support,Price and plan fit,0.119435675,-0.33752903,-0.12291712,0.119435675,-0.1846502,-0.039743
7534-BFESC,0.55253595,Billing and payment,Service quality,0.38062447,0.3189227,0.38062447,0.1358539,-0.09247507,-0.25218135
3727-OWVYD,-0.6790657,No actionable lever,Price and plan fit,-0.16765764,-0.26689616,-0.3584267,-0.16765764,-0.30731392,-0.26127943
2294-SALNE,-0.846424,Service quality,Protection and support,0.24628055,0.24628055,-0.3336114,-0.09175764,-0.3007529,-0.13769276
4847-TAJYI,0.6010163,Service quality,Billing and payment,0.36106634,0.36106634,0.2841766,0.16082907,0.038492836,0.13145052
1563-IWQEX,0.46508977,Protection and support,Engagement and bundling,0.0684948,-0.889067,-0.45140663,0.0684948,-0.19220535,-0.5711172
8203-XJZRC,0.60684955,Protection and support,Price and plan fit,0.0874657,-0.66759884,-0.32259062,0.0874657,-0.1699419,0.026804373
6556-DBKZF,-1.5494206,Billing and payment,Service quality,0.2652873,0.18532814,0.2652873,0.16358067,-0.18548036,-0.28250736
6851-WEFYX,0.47073302,Billing and payment,Service quality,0.3495943,0.29222783,0.3495943,0.15959604,0.18802094,0.019570231
2985-JUUBZ,0.46418735,Billing and payment,Protection and support,0.35257232,-0.32903785,0.35257232,0.1670427,0.16057014,-0.111012615
6390-DSAZX,0.6572571,Service quality,Price and plan fit,0.2787213,0.2787213,-0.12753777,-0.1800799,-0.14148477,0.21449375
0895-LMRSF,-0.5012337,Engagement and bundling,Protection and support,0.21286663,-0.28346083,-0.07823013,0.13807282,0.21286663,-0.20888366
8098-LLAZX,0.571701,Service quality,Price and plan fit,0.318171,0.318171,0.29537064,0.15206969,0.23860098,0.3133111
8266-VBFQL,0.6065804,Service quality,Billing and payment,0.30492008,0.30492008,0.29632762,-0.08412229,-0.07405178,0.1633991
8181-YHCMF,-1.5087724,Engagement and bundling,Service quality,0.11050173,-0.15889473,-0.239792,-0.20557997,0.11050173,-0.18349189
2240-HSJQD,0.5671884,Service quality,Protection and support,0.31742498,0.31742498,-0.12921028,0.12206628,-0.09195446,-0.090158045
1248-DYXUB,-1.4270661,Protection and support,Engagement and bundling,0.07864595,-0.4972182,-0.35004386,0.07864595,-0.13187428,-0.48828596
0265-EDXBD,0.5475946,Billing and payment,Service quality,0.3586076,0.307021,0.3586076,0.14000338,-0.10182619,-0.14563069
4115-BNPJY,-1.513158,Engagement and bundling,Protection and support,0.121291876,-0.18865392,-0.3496307,-0.06958481,0.121291876,-0.3133569
3167-SNQPL,0.45387864,Service quality,Engagement and bundling,0.28525028,0.28525028,-0.023085035,0.06885055,0.17265305,-0.022951819
4091-TVOCN,-0.48604828,Engagement and bundling,Billing and payment,0.28522402,-0.2098886,-0.0876923,-0.17132819,0.28522402,-0.22792888
1098-TDVUQ,0.60751677,Protection and support,Billing and payment,0.086008236,-0.6620096,-0.09510384,0.086008236,-0.1624608,-0.37817472
7277-OZCGZ,0.53184026,Billing and payment,Service quality,0.33060706,0.2952811,0.33060706,-0.31905532,-0.08375081,-0.07728453
1557-EMYVT,-1.3296872,Price and plan fit,Service quality,0.6417699,0.1970525,-0.22061808,-0.25619742,0.11581582,0.6417699
2799-ARNLO,0.6282097,Billing and payment,Service quality,0.31295204,0.3047963,0.31295204,0.13011998,-0.17352697,0.052969694
7563-BIUPC,0.63099706,Billing and payment,Service quality,0.33221757,0.32336432,0.33221757,0.1384483,-0.0980144,-0.009605147
5027-YOCXN,-0.48889244,Price and plan fit,Engagement and bundling,0.34090483,0.21058811,-0.20499487,-0.31480762,0.29593685,0.34090483
3973-SKMLN,-1.4345222,Protection and support,Billing and payment,0.11212649,-0.4696084,-0.11668643,0.11212649,-0.22091655,-0.63596374
2321-OMBXY,-0.46700647,Engagement and bundling,Price and plan fit,0.17337008,-0.21401511,-0.20718196,-0.28652927,0.17337008,0.082912855
2840-XANRC,0.53478146,Billing and payment,Service quality,0.33141613,0.3240701,0.33141613,0.14180958,0.0747001,0.044103682
6745-JEFZB,0.5524596,Service quality,Engagement and bundling,0.3206748,0.3206748,-0.12408298,-0.104625925,0.041766264,-0.113871075
5020-ZSTTY,-0.46394235,Engagement and bundling,Price and plan fit,0.2873835,-0.18787202,-0.21370903,-0.31547642,0.2873835,-0.16602564
9880-TDQAC,-1.5398078,Billing and payment,Engagement and bundling,0.3948244,-0.15439934,0.3948244,-0.24086054,0.0809348,-0.23426262
8705-WZCYL,0.5958954,Billing and payment,Protection and support,0.3318977,-0.23600428,0.3318977,0.13932604,-0.16988614,0.09365092
7102-JJVTX,-0.7432993,Price and plan fit,Protection and support,0.036555335,-0.1709619,-0.29767248,-0.1480932,-0.27499032,0.036555335
8626-PTQGE,-1.497338,Engagement and bundling,Billing and payment,0.19068527,-0.16809393,-0.12119147,-0.4382845,0.19068527,-0.32302547
4983-CLMLV,0.43442002,Service quality,Engagement and bundling,0.29135755,0.29135755,-0.09647186,-0.14278832,0.19543172,0.043095276
5701-YVSVF,0.60206264,Service quality,Billing and payment,0.33661938,0.33661938,0.3146196,-0.08658189,-0.048266508,0.03578026
5804-LEPIM,0.63600945,Billing and payment,Service quality,0.30861008,0.2777097,0.30861008,0.13257858,-0.16736412,0.063039966
5697-GOMBF,0.50198,Billing and payment,Engagement and bundling,0.34900957,-0.30991423,0.34900957,0.15619873,0.16457227,-0.05970715
2739-CACDQ,0.5863728,Service quality,Protection and support,0.31638873,0.31638873,-0.12162699,0.14625734,-0.049134374,-0.091049075
9385-EHGDO,-1.5194647,Protection and support,Billing and payment,0.080347314,-0.56060123,-0.13899642,0.080347314,-0.24965811,-0.8115838
9498-FIMXL,-0.8001493,Protection and support,Billing and payment,0.07680926,-0.66102636,-0.10459897,0.07680926,-0.3533724,-1.1147153
2379-GYFLQ,-0.7934486,Service quality,Protection and support,0.2302514,0.2302514,-0.095658064,0.11444082,-0.08306976,0.03839419
0122-OAHPZ,0.62331545,Service quality,Billing and payment,0.35597694,0.35597694,0.354367,0.1284491,-0.06303184,0.011869546
2868-SNELZ,0.6459684,Service quality,Protection and support,0.28201193,0.28201193,-0.3591167,0.1259306,-0.058121964,0.095136404
4322-RCYMT,-0.47583324,Engagement and bundling,Billing and payment,0.25007364,-0.18753822,-0.073024675,-0.11775299,0.25007364,-0.27325904
6680-NENYN,-1.3296324,Price and plan fit,Billing and payment,0.6558012,0.22518995,0.3244652,0.099933214,0.22853103,0.6558012
2088-IEBAU,-1.5098848,Billing and payment,Engagement and bundling,0.35138202,-0.19893096,0.35138202,-0.3927804,0.106498554,-0.23922215
7982-VCELR,0.4790225,Service quality,Protection and support,0.31024113,0.31024113,-0.09775438,0.11986321,0.06576531,-0.10620782
1343-EHPYB,0.4484113,Billing and payment,Service quality,0.34083056,0.28587723,0.34083056,0.09993404,0.21556076,0.14830202
